#Epoch	Training Error	Testing Error
79	0.2489561821842828	0.30901594377796626
80	0.2487214479809771	0.3087399748886576
81	0.2484920579571932	0.3084702534474207
82	0.24826767499562716	0.30820636893324704
83	0.2480479744926249	0.30794792165886203
84	0.2478326438513155	0.30769452189931956
85	0.24762138200636663	0.30744578908539955
86	0.24741389898019317	0.3072013510638242
87	0.24720991547039017	0.30696084342629265
88	0.2470091624680068	0.3067239089092287
89	0.2468113809060481	0.30649019686591283
90	0.24661632133728878	0.30625936281236416
91	0.24642374364014777	0.30603106804791486
92	0.24623341675099286	0.3058049793509032
93	0.24604511842086205	0.3055807687493072
94	0.24585863499420932	0.30535811336544655
95	0.24567376120692447	0.3051366953331323
96	0.24549030000057454	0.3049162017848434
97	0.24530806234955824	0.3046963249056915
98	0.2451268670977091	0.30447676205013924
99	0.24494654080080605	0.30425721591666244
100	0.2447669175714945	0.3040373947748781
101	0.2445878389232718	0.30381701273907413
102	0.2444091536104667	0.3035957900816366
103	0.24423071746152514	0.30337345357961226
104	0.24405239320340874	0.30314973688752067
105	0.24387405027548828	0.30292438092963575
106	0.2436955646319555	0.3026971343052132
107	0.24351681853245571	0.30246775370056667
108	0.24333770032132676	0.30223600430246583
109	0.24315810419647949	0.30200166020798963
110	0.24297792996954917	0.30176450482668754
111	0.24279708281943455	0.30152433127162004
112	0.24261547304171258	0.301280942736524
113	0.2424330157966341	0.3010341528569115
114	0.24224963085845927	0.30078378605333594
115	0.24206524236878013	0.30052967785528845
116	0.24187977859618212	0.30027167520421993
117	0.24169317170415625	0.30000963673397674
118	0.24150535752857769	0.29974343302654033
119	0.24131627536536807	0.29947294684035625
120	0.24112586776817282	0.29919807330779585
121	0.24093408035505934	0.29891872009745807
122	0.24074086162242342	0.29863480753616795
123	0.2405461627635129	0.2983462686847359
124	0.24034993748829944	0.29805304936090016
125	0.24015214184088618	0.29775510810246364
126	0.23995273401027037	0.29745241606353906
127	0.2397516741301278	0.2971449568371035
128	0.239548924063368	0.2968327261977712
129	0.23934444716754893	0.29651573175987966
130	0.23913820803783706	0.2961939925476111
131	0.23893017222505933	0.2958675384759512
132	0.23872030592748197	0.29553640974373596
133	0.23850857565625277	0.2952006561427871
134	0.2382949478759095	0.29486033629006436
135	0.23807938862292716	0.2945155167927655
136	0.23786186310690796	0.29416627135920276
137	0.2376423353006333	0.2938126798709804
138	0.2374207675267278	0.2934548274343193
139	0.2371971200500846	0.2930928034302014
140	0.23697135068639213	0.29272670058426903
141	0.23674341443804783	0.2923566140779686
142	0.23651326316939988	0.2919826407223024
143	0.23628084533359275	0.2916048782146803
144	0.23604610576329985	0.29122342449776134
145	0.23580898553727753	0.29083837723692707
146	0.23556942193399624	0.2904498334301343
147	0.23532734848257952	0.29005788916048675
148	0.23508269511993327	0.2896626394980127
149	0.2348353884612854	0.2892641785529304
150	0.23458535218938636	0.2888625996782504
151	0.23433250756536625	0.28845799581500053
152	0.23407677406171637	0.28805045996876116
153	0.23381807011508032	0.28764008580172246
154	0.23355631399353408	0.28722696832019967
155	0.23329142476984774	0.28681120463363347
156	0.23302332338890458	0.2863928947576996
157	0.2327519338140908	0.28597214243139113
158	0.23247718423415845	0.2855490559160103
159	0.2321990083089157	0.28512374874304025
160	0.23191734642927708	0.28469634037802904
161	0.2316321469648344	0.28426695676900016
162	0.2313433674703866	0.2838357307505911
163	0.23105097582190903	0.28340280227911674
164	0.2307549512524151	0.2829683184789763
165	0.23045528525916484	0.2825324334871357
166	0.2301519823557455	0.2820953080895705
167	0.22984506064571356	0.2816571091512226
168	0.22953455219867178	0.28121800884885295
169	0.22922050321471865	0.28077818372370456
170	0.22890297396898593	0.28033781357775095
171	0.22858203853420656	0.27989708024307447
172	0.22825778428565074	0.2794561662582704
173	0.22793031119906107	0.2790152534885241
174	0.22759973095806726	0.27857452172697766
175	0.22726616589274243	0.27813414731424907
176	0.22692974777521305	0.27769430181060667
177	0.22659061650140863	0.2772551507515372
178	0.2262489186900144	0.27681685251262345
179	0.2259048062304596	0.2763795573040838
180	0.22555843481136467	0.2759434063094118
181	0.22520996245938416	0.2755085309766335
182	0.2248595481159843	0.27507505246507935
183	0.2245073502765563	0.2746430812455041
184	0.22415352571260283	0.2742127168470614
185	0.22379822829376442	0.27378404774116066
186	0.22344160792235337	0.2733571513496284
187	0.22308380958904095	0.2729320941628724
188	0.22272497255453177	0.27250893195281234
189	0.22236522965858316	0.2720877100651021
190	0.2220047067546673	0.2716684637755186
191	0.22164352226598463	0.27125121869618657
192	0.22128178685643454	0.2708359912184231
193	0.22091960320852844	0.27042278898031896
194	0.22055706589906957	0.27001161134860147
195	0.22019426136268103	0.26960244990578974
196	0.2198312679328835	0.2691952889350573
197	0.2194681559503698	0.268790105896558
198	0.21910498792830976	0.2683868718901712
199	0.21874181876492632	0.26798555210070024
200	0.2183786959941325	0.2675861062224906
201	0.21801566006568043	0.2671884888612323
202	0.21765274464700643	0.2667926499113756
203	0.21728997693972135	0.26639853490814924
204	0.21692737800447354	0.2660060853536154
205	0.21656496308868015	0.2656152390165717
206	0.21620274195235806	0.2652259302064093
207	0.21584071918799222	0.26483809002127445
208	0.21547889453103272	0.26445164657109066
209	0.21511726315821522	0.2640665251761539
210	0.21475581597145868	0.26368264854215767
211	0.21439453986558993	0.2632999369126238
212	0.21403341797859346	0.2629183081998108
213	0.2136724299234923	0.2625376780952642
214	0.21331155200130927	0.2621579601612463
215	0.21295075739487973	0.2617790659043506
216	0.21259001634355196	0.26140090483265127
217	0.2122292962990527	0.26102338449779433
218	0.21186856206299862	0.26064641052345633
219	0.2115077759067145	0.2602698866216256
220	0.21114689767416983	0.2598937145981703
221	0.21078588486898073	0.25951779434915706
222	0.21042469272653705	0.25914202384937834
223	0.21006327427241622	0.25876629913452925
224	0.20970158036833436	0.25839051427844784
225	0.2093395597469618	0.25801456136681217
226	0.20897715903700662	0.2576383304686439
227	0.20861432278003358	0.25726170960694505
228	0.20825099344055215	0.25688458472974546
229	0.20788711141096694	0.25650683968281496
230	0.20752261501304803	0.2561283561852522
231	0.20715744049763335	0.2557490138091352
232	0.20679152204433648	0.255368689964385
233	0.20642479176308742	0.25498725988997145
234	0.20605717969938298	0.25460459665256024
235	0.20568861384516537	0.25422057115367014
236	0.2053190201572793	0.253835052146389
237	0.2049483225854689	0.25344790626264496
238	0.20457644311186385	0.25305899805199017
239	0.20420330180386131	0.252668190032784
240	0.20382881688222293	0.2522753427565767
241	0.20345290480607275	0.25188031488637713
242	0.20307548037627549	0.25148296328934266
243	0.20269645685840434	0.251083143144237
244	0.20231574612614014	0.25068070806377846
245	0.20193325882549124	0.2502755102317217
246	0.20154890455965102	0.24986740055420772
247	0.20116259209364745	0.24945622882457344
248	0.20077422957715538	0.24904184390043935
249	0.20038372478297897	0.24862409389155948
250	0.19999098535776724	0.2482028263565879
251	0.1995959190805533	0.24777788850671853
252	0.1991984341237549	0.2473491274140854
253	0.1987984393104071	0.24691639022299508
254	0.19839584436071225	0.24647952436256565
255	0.1979905601205892	0.2460383777602827
256	0.19758249876490167	0.24559279905745315
257	0.19717157396857327	0.2451426378296374
258	0.19675770103996096	0.24468774481797181
259	0.19634079701278107	0.24422797218087305
260	0.1959207806956171	0.24376317377997925
261	0.19549757268160758	0.24329320551922246
262	0.1950710953252785	0.2428179257615227
263	0.19464127269851517	0.24233719585344732
264	0.19420803054315203	0.2418508807939598
265	0.19377129624331105	0.24135885008859223
266	0.19333099884605673	0.24086097883445437
267	0.19288706916375	0.2403571490837933
268	0.1924394399952142	0.2398472515336507
269	0.19198804650501297	0.2393311875858233
270	0.1915328268003821	0.23880887181417843
271	0.1910737227432547	0.23828023486480826
272	0.19061068103009052	0.23774522679814558
273	0.1901436545646374	0.2372038208607529
274	0.1896726041381775	0.23665601764814517
275	0.18919750041823097	0.23610184958913324
276	0.18871832623020665	0.23554138564768212
277	0.1882350790973856	0.23497473610161967
278	0.18774777398345097	0.23440205722075197
279	0.1872564461593541	0.23382355563275808
280	0.18676115409389524	0.23323949213693512
281	0.1862619822465992	0.23265018470715226
282	0.18575904362433215	0.23205601042011395
283	0.1852524819518732	0.2314574060567616
284	0.18474247330363647	0.23085486715606254
285	0.1842292270509287	0.2302489453528296
286	0.18371298599785804	0.22964024390384996
287	0.18319402560956582	0.22902941139643068
288	0.1826726522778248	0.22841713373496633
289	0.18214920061876702	0.22780412460660918
290	0.18162402985185055	0.22719111472743114
291	0.18109751936345006	0.2265788402559636
292	0.18057006360765432	0.22596803082289324
293	0.180042066536251	0.22535939765719312
294	0.1795139357757706	0.22475362228639267
295	0.1789860767796267	0.22415134625201996
296	0.17845888717739233	0.22355316221420501
297	0.17793275152241628	0.22295960672890577
298	0.1774080366061112	0.22237115487632786
299	0.1768850874661246	0.22178821680985394
300	0.17636422417045816	0.22121113619078367
301	0.1758457394144978	0.2206401903834645
302	0.17532989692634168	0.22007559221367948
303	0.17481693064035186	0.21951749304350313
304	0.17430704457108948	0.21896598688868946
305	0.17380041330032578	0.2184211152982803
306	0.17329718297840974	0.21788287272722062
307	0.17279747273709145	0.21735121215715678
308	0.17230137641269025	0.21682605075383177
309	0.1718089644848777	0.2163072753874258
310	0.1713202861458893	0.21579474788124306
311	0.17083537142642044	0.21528830989154865
312	0.17035423331670854	0.21478778735518572
313	0.1698768698335032	0.21429299447067932
314	0.16940326599515626	0.21380373720237028
315	0.16893339567750743	0.21331981631571284
316	0.16846722333236755	0.21284102996557214
317	0.16800470555811012	0.2123671758687565
318	0.16754579251818763	0.2118980530977789
319	0.1670904292083679	0.21143346353568881
320	0.16663855657727875	0.21097321303240227
321	0.16619011250759042	0.21051711230188916
322	0.16574503266703042	0.2100649775973784
323	0.1653032512395632	0.20961663119880247
324	0.1648647015476266	0.20917190174338787
325	0.16442931657642035	0.20873062442682933
326	0.16399702941101638	0.20829264109905482
327	0.16356777359658964	0.2078578002753239
328	0.16314148343142973	0.2074259570803664
329	0.16271809420166422	0.20699697314052548
330	0.16229754236583305	0.2065707164364161
331	0.1618797656966552	0.2061470611264659
332	0.16146470338654176	0.20572588734984001
333	0.1610522961226541	0.20530708101566222
334	0.16064248613659837	0.20489053358408577
335	0.16023521723319098	0.20447614184363722
336	0.1598304348021351	0.2040638076883041
337	0.15942808581590584	0.20365343789705728
338	0.15902811881666284	0.20324494391785455
339	0.1586304838945832	0.20283824165764902
340	0.15823513265962985	0.20243325127950137
341	0.1578420182084471	0.2020298970075591
342	0.15745109508778826	0.20162810694039046
343	0.1570623192556372	0.20122781287295322
344	0.1566756480409748	0.2008289501273083
345	0.15629104010296177	0.20043145739206125
346	0.15590845539015735	0.20003527657041906
347	0.15552785510026454	0.19964035263667138
348	0.15514920164078344	0.1992466335008582
349	0.1547724585908643	0.19885406988134202
350	0.15439759066457598	0.19846261518497996
351	0.1540245636757415	0.19807222539457328
352	0.15365334450444296	0.19768285896326335
353	0.15328390106525316	0.1972944767155338
354	0.15291620227721778	0.19690704175448767
355	0.15255021803558289	0.19652051937505935
356	0.15218591918524121	0.19613487698283547
357	0.15182327749584998	0.1957500840181569
358	0.15146226563856247	0.19536611188518516
359	0.15110285716429867	0.1949829338856199
360	0.1507450264834773	0.19460052515676363
361	0.15038874884712003	0.19421886261363178
362	0.1500340003292377	0.1938379248948175
363	0.14968075781039933	0.19345769231182203
364	0.1493289989623893	0.1930781468015676
365	0.14897870223384882	0.19269927188181726
366	0.14862984683680272	0.19232105260922625
367	0.14828241273396925	0.1919434755397567
368	0.1479363806267511	0.19156652869119076
369	0.14759173194380842	0.19119020150748112
370	0.14724844883011204	0.19081448482468197
371	0.14690651413638192	0.19043937083820756
372	0.14656591140881198	0.1900648530711721
373	0.1462266248789889	0.18969092634356666
374	0.14588863945391348	0.18931758674203858
375	0.14555194070603691	0.18894483159004358
376	0.14521651486322648	0.18857265941814846
377	0.1448823487985808	0.18820106993427244
378	0.14454943002001866	0.18783006399366503
379	0.14421774665956882	0.18745964356842898
380	0.14388728746229656	0.18708981171641048
381	0.14355804177480444	0.18672057254929147
382	0.14322999953325635	0.18635193119973778
383	0.14290315125087358	0.1859838937874676
384	0.14257748800486672	0.18561646738412926
385	0.14225300142276748	0.18524965997689208
386	0.14192968366813782	0.18488348043067487
387	0.14160752742563726	0.1845179384489597
388	0.1412865258854423	0.1841530445331576
389	0.14096667272701593	0.18378880994051608
390	0.14064796210223596	0.1834252466405812
391	0.14033038861789954	0.18306236727024774
392	0.1400139473176278	0.1827001850874555
393	0.13969863366320456	0.18233871392360665
394	0.13938444351538878	0.18197796813480505
395	0.1390713731142496	0.18161796255203463
396	0.1387594190590777	0.18125871243041147
397	0.1384485782879341	0.18090023339766317
398	0.13813884805690235	0.18054254140200118
399	0.13783022591911467	0.18018565265956746
400	0.13752270970362646	0.1798295836016426
401	0.1372162974942167	0.1794743508218164
402	0.13691098760819317	0.17911997102332122
403	0.13660677857528347	0.17876646096673962
404	0.13630366911669148	0.1784138374182889
405	0.13600165812439993	0.17806211709889322
406	0.13570074464079615	0.1777113166342429
407	0.13540092783869784	0.1773614525060386
408	0.13510220700184966	0.1770125410046072
409	0.13480458150595986	0.17666459818306787
410	0.13450805080033945	0.17631763981321355
411	0.13421261439020382	0.1759716813432601
412	0.13391827181968696	0.17562673785760188
413	0.13362502265561715	0.17528282403869308
414	0.1333328664720916	0.17493995413116314
415	0.13304180283588546	0.17459814190825107
416	0.13275183129272036	0.17425740064063236
417	0.1324629513544133	0.17391774306768912
418	0.1321751624869186	0.17357918137126033
419	0.1318884640992703	0.1732417271518917
420	0.1316028555334246	0.17290539140758554
421	0.13131833605499849	0.17257018451503867
422	0.13103490484489203	0.17223611621334012
423	0.1307525609917791	0.17190319559008507
424	0.13047130348544544	0.17157143106985173
425	0.13019113121094925	0.17124083040497315
426	0.1299120429435741	0.17091140066852792
427	0.12963403734454343	0.1705831482494621
428	0.12935711295746102	0.17025607884975033
429	0.1290812682054388	0.16993019748349253
430	0.1288065013888747	0.16960550847784223
431	0.12853281068383873	0.16928201547565505
432	0.1282601941410249	0.16895972143974275
433	0.12798864968522974	0.1686386286586193
434	0.12771817511531097	0.16831873875362016
435	0.12744876810458802	0.16800005268727966
436	0.12718042620164063	0.16768257077284984
437	0.1269131468314658	0.16736629268484712
438	0.1266469272969522	0.16705121747051438
439	0.1263817647806352	0.16673734356208963
440	0.12611765634669522	0.16642466878977724
441	0.1258545989431621	0.16611319039531802
442	0.12559258940429538	0.16580290504606277
443	0.12533162445310542	0.16549380884945694
444	0.1250717007039878	0.165185897367848
445	0.12481281466544136	0.1648791656335349
446	0.1245549627428463	0.16457360816397945
447	0.12429814124127506	0.1642692189771125
448	0.12404234636831721	0.16396599160666406
449	0.12378757423689625	0.16366391911745973
450	0.12353382086806106	0.16336299412062472
451	0.12328108219373476	0.1630632087886482
452	0.12302935405940782	0.16276455487025937
453	0.12277863222676083	0.162467023705077
454	0.12252891237620639	0.162170606237996
455	0.12228019010934124	0.1618752930332794
456	0.12203246095129856	0.16158107428833055
457	0.12178572035299431	0.16128793984712156
458	0.12153996369326332	0.16099587921326206
459	0.1212951862808773	0.16070488156269097
460	0.12105138335644575	0.1604149357559838
461	0.12080855009419307	0.16012603035026618
462	0.12056668160361428	0.15983815361073028
463	0.12032577293100645	0.15955129352175518
464	0.12008581906087684	0.1592654377976302
465	0.11984681491722966	0.15898057389289016
466	0.11960875536473196	0.15869668901226686
467	0.11937163520976146	0.15841377012026944
468	0.11913544920134002	0.15813180395040494
469	0.11890019203195533	0.15785077701405395
470	0.11866585833827517	0.15757067560901872
471	0.11843244270175823	0.15729148582776165
472	0.11819993964916771	0.15701319356535542
473	0.11796834365299033	0.15673578452716744
474	0.11773764913176919	0.15645924423630148
475	0.11750785045035415	0.15618355804082326
476	0.11727894192007723	0.155908711120797
477	0.11705091779885811	0.1556346884951617
478	0.11682377229124888	0.15536147502847586
479	0.11659749954842179	0.1550890554375643
480	0.11637209366811026	0.15481741429809867
481	0.11614754869450919	0.15454653605114532
482	0.11592385861814258	0.15427640500971668
483	0.11570101737570684	0.1540070053653621
484	0.115479018849898	0.1537383211948366
485	0.11525785686923234	0.1534703364668851
486	0.11503752520786753	0.1532030350491837
487	0.11481801758543601	0.15293640071547812
488	0.11459932766689843	0.15267041715296115
489	0.11438144906242804	0.1524050679699335
490	0.11416437532733602	0.15214033670379096
491	0.11394809996204931	0.15187620682938363
492	0.11373261641215052	0.15161266176779212
493	0.11351791806849285	0.15134968489556871
494	0.11330399826740185	0.15108725955448965
495	0.11309085029097511	0.15082536906186567
496	0.1128784673674944	0.1505639967214612
497	0.11266684267196217	0.15030312583506827
498	0.11245596932677716	0.15004273971478377
499	0.11224584040256182	0.1497828216960407
500	0.11203644891915832	0.1495233551514381
501	0.11182778784680467	0.14926432350541877
502	0.11161985010751056	0.1490057102498409
503	0.1114126285766445	0.14874749896048836
504	0.11120611608475156	0.14848967331456284
505	0.1110003054196155	0.14823221710919995
506	0.11079518932858343	0.14797511428104676
507	0.11059076052116948	0.1477183489269379
508	0.11038701167195326	0.1474619053257022
509	0.1101839354237905	0.1472057679611277
510	0.10998152439135318	0.14694992154610845
511	0.1097797711650139	0.14669435104799172
512	0.10957866831509151	0.14643904171513697
513	0.10937820839647415	0.14618397910469222
514	0.10917838395363139	0.1459291491115843
515	0.10897918752603362	0.14567453799871374
516	0.10878061165398725	0.14542013242833185
517	0.1085826488849001	0.14516591949457114
518	0.10838529177998436	0.1449118867570872
519	0.10818853292140712	0.14465802227575822
520	0.10799236491989225	0.14440431464637674
521	0.10779678042277903	0.1441507530372534
522	0.10760177212253616	0.14389732722663945
523	0.10740733276573049	0.14364402764085807
524	0.10721345516244371	0.14339084539301988
525	0.10702013219612817	0.14313777232218222
526	0.10682735683388833	0.14288480103279308
527	0.10663512213717058	0.14263192493424648
528	0.10644342127283851	0.14237913828035526
529	0.10625224752460811	0.142126436208534
530	0.10606159430480859	0.14187381477846478
531	0.10587145516643459	0.1416212710100043
532	0.10568182381544343	0.14136880292007456
533	0.1054926941232521	0.14111640955826368
534	0.10530406013937756	0.14086409104085346
535	0.10511591610416213	0.14061184858297487
536	0.10492825646151835	0.1403596845285861
537	0.10474107587162161	0.14010760237795997
538	0.10455436922347672	0.1398556068123614
539	0.10436813164727586	0.13960370371559735
540	0.10418235852646414	0.13935190019211885
541	0.10399704550942397	0.13910020458136618
542	0.10381218852068544	0.1388486264680503
543	0.10362778377157073	0.13859717668808288
544	0.10344382777017491	0.1383458673298814
545	0.10326031733058859	0.13809471173079843
546	0.10307724958126607	0.13784372446844967
547	0.1028946219724471	0.13759292134674644
548	0.10271243228253951	0.13734231937647334
549	0.10253067862337911	0.13709193675028658
550	0.10234935944428339	0.13684179281205758
551	0.10216847353482766	0.1365919080205241
552	0.10198802002627702	0.13634230390726568
553	0.10180799839161678	0.13609300302906746
554	0.10162840844413758	0.13584402891478967
555	0.10144925033454004	0.13559540600691417
556	0.10127052454653591	0.1353471595979907
557	0.10109223189094052	0.13509931576226136
558	0.10091437349825864	0.13485190128279073
559	0.10073695080978577	0.1346049435744798
560	0.10055996556725819	0.1343584706033867
561	0.10038341980110102	0.13411251080282055
562	0.10020731581733629	0.13386709298671293
563	0.10003165618322936	0.13362224626080055
564	0.09985644371176094	0.13337799993218297
565	0.09968168144502877	0.13313438341783623
566	0.09950737263668903	0.13289142615267868
567	0.09933352073356165	0.1326491574977879
568	0.09916012935652675	0.13240760664937146
569	0.09898720228085087	0.1321668025490799
570	0.09881474341608253	0.13192677379624093
571	0.09864275678566012	0.13168754856256665
572	0.0984712465063773	0.13144915450986103
573	0.09830021676784963	0.1312116187112178
574	0.09812967181212182	0.130974967576161
575	0.09795961591355379	0.13073922678013622
576	0.09779005335911418	0.13050442119871195
577	0.09762098842920516	0.13027057484680085
578	0.09745242537913254	0.1300377108231585
579	0.09728436842132533	0.12980585126036043
580	0.09711682170839762	0.12957501728040796
581	0.09694978931713646	0.12934522895605655
582	0.0967832752334832	0.12911650527790833
583	0.09661728333856949	0.12888886412726033
584	0.09645181739584886	0.12866232225465107
585	0.0962868810393619	0.1284368952640028
586	0.09612247776315254	0.12821259760221498
587	0.0959586109118473	0.12798944255402775
588	0.09579528367239515	0.127767442241938
589	0.09563249906695724	0.1275466076309245
590	0.09547025994692632	0.12732694853771057
591	0.09530856898804431	0.12710847364427463
592	0.09514742868658445	0.12689119051530146
593	0.09498684135655215	0.1266751056192565
594	0.09482680912785588	0.12646022435275603
595	0.09466733394539632	0.12624655106790456
596	0.09450841756901342	0.12603408910226824
597	0.0943500615742344	0.12582284081115827
598	0.09419226735375873	0.12561280760190277
599	0.0940350361196174	0.12540398996979482
600	0.09387836890594511	0.12519638753541515
601	0.09372226657229954	0.12498999908304075
602	0.09356672980746815	0.12478482259986655
603	0.09341175913370175	0.12458085531577918
604	0.09325735491131584	0.12437809374344393
605	0.09310351734360467	0.12417653371847805
606	0.09295024648201401	0.12397617043950511
607	0.09279754223152299	0.1237769985079013
608	0.09264540435618819	0.12357901196706267
609	0.09249383248480479	0.12338220434104007
610	0.0923428261166453	0.12318656867240575
611	0.09219238462723883	0.12299209755923259
612	0.0920425072741567	0.1227987831910819
613	0.09189319320277313	0.12260661738391286
614	0.09174444145197487	0.12241559161383894
615	0.0915962509597952	0.12222569704967226
616	0.0914486205689507	0.12203692458420742
617	0.09130154903226236	0.1218492648642114
618	0.09115503501794511	0.1216627083190917
619	0.0910090771147537	0.1214772451882302
620	0.09086367383697176	0.1212928655469765
621	0.09071882362923739	0.12110955933130155
622	0.09057452487119652	0.12092731636112261
623	0.09043077588198102	0.12074612636231348
624	0.09028757492450612	0.12056597898742281
625	0.09014492020958625	0.12038686383512517
626	0.09000280989986906	0.12020877046843659
627	0.08986124211358618	0.12003168843172676
628	0.08972021492812501	0.1198556072665657
629	0.08957972638342221	0.11968051652644346
630	0.08943977448518096	0.11950640579040288
631	0.08930035720791926	0.11933326467562974
632	0.08916147249785014	0.11916108284904015
633	0.08902311827560064	0.11898985003791251
634	0.08888529243877373	0.11881955603960591
635	0.0887479928643595	0.11865019073040833
636	0.08861121741100031	0.11848174407356142
637	0.08847496392111633	0.11831420612650102
638	0.0883392302228973	0.11814756704735932
639	0.08820401413216639	0.11798181710076842
640	0.08806931345412153	0.11781694666300646
641	0.0879351259849614	0.11765294622652538
642	0.0878014495134007	0.11748980640389949
643	0.0876682818220806	0.11732751793123086
644	0.08753562068888036	0.11716607167104759
645	0.08740346388813557	0.11700545861472923
646	0.08727180919176794	0.11684566988449183
647	0.08714065437033133	0.11668669673496468
648	0.08700999719398055	0.1165285305543883
649	0.08687983543336546	0.11637116286546167
650	0.0867501668604572	0.11621458532586665
651	0.08662098924930842	0.11605878972849562
652	0.08649230037675415	0.11590376800140519
653	0.08636409802305542	0.11574951220752042
654	0.08623637997248979	0.11559601454411084
655	0.08610914401389376	0.11544326734205845
656	0.08598238794115733	0.11529126306493785
657	0.08585610955367802	0.11513999430792499
658	0.08573030665677313	0.11498945379655352
659	0.08560497706205634	0.11483963438533273
660	0.08548011858777962	0.11469052905624316
661	0.08535572905914347	0.1145421309171234
662	0.08523180630857753	0.1143944331999608
663	0.08510834817599429	0.11424742925909803
664	0.08498535250901734	0.11410111256936693
665	0.08486281716318679	0.11395547672416027
666	0.08474074000214281	0.11381051543345021
667	0.08461911889778946	0.11366622252176228
668	0.08449795173044079	0.11352259192611494
669	0.0843772363889497	0.113379617693929
670	0.08425697077082137	0.11323729398091681
671	0.08413715278231289	0.11309561504895617
672	0.08401778033851971	0.11295457526395464
673	0.08389885136344986	0.11281416909371
674	0.08378036379008805	0.11267439110577201
675	0.08366231556044867	0.11253523596530908
676	0.08354470462562055	0.11239669843298397
677	0.08342752894580292	0.11225877336284312
678	0.08331078649033373	0.11212145570022135
679	0.08319447523771104	0.1119847404796663
680	0.08307859317560784	0.11184862282288414
681	0.08296313830088158	0.11171309793670929
682	0.08284810861957767	0.1115781611111004
683	0.08273350214692862	0.11144380771716425
684	0.08261931690734872	0.11131003320520856
685	0.08250555093442434	0.11117683310282635
686	0.08239220227090134	0.11104420301301207
687	0.08227926896866826	0.11091213861231053
688	0.08216674908873718	0.11078063564899976
689	0.08205464070122148	0.11064968994130882
690	0.08194294188531129	0.11051929737566991
691	0.08183165072924659	0.11038945390500701
692	0.08172076533028821	0.11026015554705938
693	0.08161028379468709	0.11013139838274126
694	0.08150020423765174	0.11000317855453859
695	0.0813905247833142	0.10987549226494077
696	0.0812812435646945	0.10974833577490857
697	0.08117235872366409	0.10962170540237885
698	0.08106386841090782	0.10949559752080416
